unique_id,release_year,title,origin,genre,plot
2989,2013,Joe,American,drama,"Joe Ransom is a foreman for a small tree-poisoning crew in rural Texas. A 15-year-old drifter named Gary asks Joe for a job, and impresses him with his work ethic. The next day, Gary brings his alcoholic father Wade with him to work, but Wade's attitude and laziness gets them both fired."
2990,2013,Jug Face,American,horror,"A backwoods community worships a pit with healing powers. Dawai creates jugs of faces from clay, and when a jug portrays the face of a member of the community, that person must be sacrificed to the creature that lives in the pit. Ada, who has been having sex with her brother Jessaby, finds her own face on Dawai's latest jug."
2991,2013,Justice League: The Flashpoint Paradox,American,animated,"While visiting his mother's grave, Barry Allen, known as the Flash, is alerted to a break-in by Captain Cold, Captain Boomerang, Heat Wave, Mirror Master, and Top at the Flash Museum. Defeating the Rogues, he discovers that they have been hired by his archenemy, Professor Eobard ""Zoom"" Thawne, as part of a plan to destroy Central City. With the help of the Justice League, Barry foils Thawne's plot, but Thawne's taunts over the death of his mother still haunt Barry as he departs."
2992,2013,Justin Bieber's Believe,American,biographical,"The sequel to Never Say Never continues to focus on Bieber's rise to international fame as he embarks on his Believe Tour. In new interviews with Bieber, the movie reveals long-awaited answers to questions about his passion to make music, relationships and coming of age in the spotlight as well as never-before-seen concert footage, and behind-the-scenes access. The film also features interviews with Justin's mother Pattie Mallette, mentor Usher Raymond IV, manager Scooter Braun, recording artist Ludacris, as well as others."
2993,2013,Kevin Hart: Let Me Explain,American,comedy,"Kevin is throwing a celebration party, but guests tell him that he has changed since his divorce. He tries to explain himself, but they will not let him, so he decides to do a show at Madison Square Garden letting him explain, which sold out with 30,000 people. The film also shows performances of his sold-out shows from all around the world."
2994,2013,Kick-Ass 2,American,action comedy,"Dave Lizewski, bored after having retired from fighting crime as Kick-Ass, begins training with Hit-Girl Mindy Macready to become a real hero. Following the death of his father, Chris D'Amico accidentally kills his own mother by short-circuiting her tanning bed; she had been in denial about her husband's death. Now in control of his father's criminal empire, Chris finds a fetishwear outfit, adopts two of his father's handguns and decides to become a supervillain The Motherfucker, swearing vengeance on Kick-Ass."
2995,2013,Kill Your Darlings,American,drama,"As a young man in the 1940s, poet Allen Ginsberg (Daniel Radcliffe) wins a place at Columbia University in New York City. He arrives as a very inexperienced freshman, but soon runs into Lucien Carr (Dane DeHaan), who is very anti-establishment and rowdy. After a while, Ginsberg discovers that Carr only manages to stay at Columbia thanks to a somewhat older man, a professor, David Kammerer (Michael C."
2996,2013,Killing Season,American,action,"During the Bosnian War, American troops witness atrocities and then shoot Serbians they hold accountable for them. In present day Belgrade, Serbia, former Scorpions soldier Emil Kovač (Travolta), who survived the shootings, meets his informant to retrieve a file on American military veteran and former NATO operative Colonel Benjamin Ford (De Niro). Ford has fled to a cabin retreat somewhere in the Appalachian Mountains, to forget the war."
2997,2013,"Kings of Summer, TheThe Kings of Summer",American,dramedy,"Joe Toy (Nick Robinson), on the verge of adulthood, finds himself increasingly frustrated by the attempts of his single father, Frank (Nick Offerman), to manage his life. After a family game night that ends with Joe calling the cops on Frank for false reasons, Joe declares freedom once and for all, and escapes to a clearing he found in the woods with his best friend, Patrick (Gabriel Basso), who was also sick of his life at home with his annoying and seemingly lame parents, and a strange kid named Biaggio (Moisés Arias) who just happened to tag along."
2998,2013,Kiss of the Damned,American,horror,"Paolo, a screenwriter staying in Connecticut to write a screenplay, meets and falls in love with Djuna (Joséphine de La Baume), only to discover that she is a vampire who survives by consuming the blood of animals. She confesses to him, but he refuses to believe her, so she requests for him to chain her up so she can prove it to him. Revealed in her true form, Paolo is unafraid."
2999,2013,Koch,American,documentary,"First-time filmmaker and former Wall Street Journal reporter Neil Barsky’s 2012 documentary film Koch explores the origins, career, and legacy of Edward Irving “Ed” Koch, who served as Mayor of New York City for three consecutive terms from 1978 to 1989."
3000,2013,Lake Windfall,American,documentary,"The film begins with five friends who are organizing a weekend camping trip to a Missouri lake. Three of the friends are deaf, one is a hearing child of deaf adult (CODA) and the last is a hearing person. The film focuses on the interaction between the friends, and mirrors the interactions between 'Big-D' Deaf, hard-of-hearing, CODAs and hearing people.[1] As the friends set off for the weekend, Jake (Jasun Hicks) has a heated discussion with his mom over video relay service (VRS) using his iPad."
3001,2013,Last Call,American,comedy,"Two underachieving cousins, Danny (Van Winkle) and Phil (Hansen) have to prove themselves when they are charged with managing the family pub, in a bid to save their wayward uncle from prison and financial ruin.[3]"
3002,2013,"Last Exorcism Part II, TheThe Last Exorcism Part II",American,horror,"A couple, Jared (Judd Lormand) and Lily (Boyana Balta), finds a demonic-looking Nell Sweetzer (Ashley Bell) squatting next to their refrigerator. She soon is taken to a hospital, where she appears to be catatonic. After spending a few months at the insightful and caring therapist Frank's (Muse Watson) home for girls in New Orleans and settling in as a chambermaid at a hotel under the supervision of her boss Beverly (Diva Tyler), Nell's condition seems to have improved and she no longer has ""bad dreams""."
3003,2013,"Last Stand, TheThe Last Stand",American,action,"Sheriff Ray Owens is a man who has resigned himself to a life of fighting what little crime takes place in sleepy border town Sommerton Junction, Arizona. He left his LAPD post following a bungled operation and leaving him wracked with failure and defeat after his partner was crippled and his team decimated. The crimes experienced in Sommerton range from the Mayor parking his Camaro in the fire lane and vintage arms collector Lewis Dinkum firing off guns at slabs of meat with the deputies."
